证券代码,证券简称,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA
002374.SZ,丽鹏股份,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.1738,,,,23.7317,,,,19.4041,,7.2869,,17.6259,2.6928,4.2277,6.3885,8.7912,1.7551,-0.8504,0.2034,2.5948,2.0099,3.9854,5.3342,6.2384,1.4045,2.3797,3.2161,4.6958,1.0672,1.8317,2.2488,2.3436,0.7782,2.6786,3.6485,6.2939,1.0937,2.6599,4.2769,6.0911,0.0531,1.9708,3.4998,2.8565,0.4761,0.0371,0.8739,0.9669,0.8685,0.9224,0.7669,0.7464,0.0743,0.3269,0.295,0.3744,0.2225,0.6979,0.8018,0.3174,0.2076,0.585,0.5263,0.6086,0.3384,0.541,0.7,0.5282,0.8117,0.1877,0.675,0.9829,0.141,0.7394,0.6729,0.2358,0.4535,0.2844,0.7811,0.9478,0.8251,0.8096,0.5598,0.378,0.7207,0.6659,0.4262,0.27,0.6839,0.5619,0.4325,0.2535,0.9637,0.8085,0.7598,0.7789,0.0283,0.6307,0.56,0.093,0.2221,0.3471,0.9385,0.6305,0.8595,0.89,0.8454,0.1955,0.0197,0.2806,0.7332,0.3801,0.2778,0.2976,0.5821,0.9734,0.2155,0.3892,0.4807,0.7564,0.9753,0.9606,0.4115,0.2665,0.8585,0.1146,0.9189,0.7713,0.8644,0.2558,0.3166,0.5411,0.2471,0.5442,0.7955,0.7284
002375.SZ,亚厦股份,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.2966,,,,26.6539,,,,24.5771,,12.3751,,28.9565,3.0931,7.586,11.6945,17.8674,2.6099,6.9046,11.2331,17.1106,3.4807,8.7423,14.1417,20.0293,3.8209,9.8596,16.5902,22.8568,4.486,9.1681,13.9641,19.1452,3.0508,7.2695,8.8251,8.5384,1.499,2.2808,3.8004,4.5216,1.0265,2.4549,4.1345,4.8797,0.1296,0.912,0.2051,0.1466,0.9416,0.5677,0.1262,0.9322,0.8151,0.249,0.5278,0.0136,0.4807,0.0753,0.159,0.7887,0.9007,0.8306,0.5588,0.4984,0.3189,0.8571,0.399,0.0473,0.1927,0.2154,0.4527,0.7759,0.2013,0.3549,0.6589,0.6303,0.1202,0.4418,0.8795,0.7067,0.9089,0.2501,0.1666,0.0877,0.9922,0.703,0.3354,0.1676,0.5323,0.0203,0.6978,0.3866,0.2236,0.102,0.3018,0.7757,0.6337,0.3384,0.8329,0.289,0.4943,0.7639,0.8071,0.9137,0.7322,0.3832,0.5467,0.2091,0.4622,0.9104,0.726,0.4566,0.1776,0.3541,0.9521,0.6128,0.5758,0.4345,0.4356,0.8188,0.2988,0.943,0.3154,0.0057,0.5562,0.4382,0.9358,0.8424,0.1037,0.845,0.2512,0.3645,0.8394,0.7514,0.9859,0.6101
002376.SZ,新北洋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.8361,,,,30.4431,,,,31.5418,,10.1089,,36.7018,1.8021,5.2445,8.6837,15.8095,1.7257,4.6095,7.7189,13.5962,1.9486,5.3798,8.4727,15.35,2.1578,5.1468,8.5416,15.2005,2.5219,15.3856,16.6394,18.0264,1.2267,3.3493,5.872,7.8917,1.6422,4.0138,6.5575,10.5307,2.5901,5.5602,7.8454,11.5033,0.9389,0.3025,0.9305,0.3898,0.882,0.9397,0.9799,0.6705,0.4039,0.0074,0.7528,0.001,0.5878,0.7279,0.1257,0.026,0.7888,0.4571,0.3235,0.9669,0.8313,0.7877,0.3787,0.0813,0.2916,0.9616,0.4179,0.0533,0.7511,0.9696,0.0313,0.8483,0.8147,0.5285,0.7638,0.0218,0.7219,0.481,0.7134,0.1074,0.1337,0.2228,0.69,0.607,0.3305,0.8043,0.0289,0.7984,0.816,0.6238,0.3367,0.4882,0.9083,0.897,0.4096,0.2567,0.2084,0.8295,0.7409,0.9284,0.0403,0.7679,0.0712,0.9817,0.9292,0.3021,0.4672,0.9257,0.8865,0.2276,0.8122,0.7713,0.1106,0.5489,0.3685,0.6572,0.5376,0.3462,0.9863,0.3907,0.952,0.6501,0.7531,0.9215,0.6474,0.5223,0.4206,0.1204,0.7192,0.0716,0.7513,0.0535
002377.SZ,国创高新,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0125,,,,19.4448,,,,22.1341,,1.8922,,22.6083,-1.3481,0.6616,4.7762,8.9927,-0.7948,0.4305,2.7563,5.5299,-0.8257,0.4291,1.3651,2.9259,-0.7823,0.2738,1.0084,2.3333,-1.2579,0.2583,1.1779,5.9618,-1.0133,0.5907,1.012,4.0999,-1.4766,-0.713,0.4014,0.6754,-1.175,-0.6381,1.258,1.5514,0.3548,0.5245,0.3587,0.1908,0.7193,0.7648,0.8187,0.0415,0.6211,0.3923,0.3701,0.9113,0.7831,0.7528,0.7324,0.4969,0.2425,0.831,0.9646,0.3726,0.3335,0.6352,0.99,0.6264,0.7602,0.4081,0.5774,0.6513,0.8575,0.5506,0.3105,0.5949,0.7281,0.7545,0.6222,0.3804,0.4987,0.3881,0.2842,0.3079,0.3972,0.6101,0.1522,0.5863,0.3461,0.5233,0.5324,0.9218,0.3997,0.3053,0.8649,0.6608,0.9691,0.5119,0.6608,0.1197,0.3068,0.9832,0.8186,0.1941,0.8993,0.8158,0.5282,0.658,0.4856,0.6161,0.8094,0.9512,0.7394,0.0211,0.1801,0.0332,0.7214,0.6915,0.4632,0.4747,0.0574,0.5273,0.2831,0.5777,0.3114,0.4228,0.869,0.8172,0.3892,0.5092,0.2131,0.3364,0.5235,0.5169,0.7218,0.9327
002378.SZ,章源钨业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.7514,,,,38.9033,,,,18.4623,,7.4983,,20.103,2.404,6.2609,10.1503,15.9796,3.8828,10.1069,17.9376,21.4398,3.0503,6.5122,7.8659,9.3223,1.7596,4.3065,6.7855,7.6925,1.0394,2.7986,4.1668,3.7323,-0.4548,-1.3793,-3.9241,-8.0471,-1.1643,-1.1371,0.3556,2.4449,0.1785,0.2654,0.9864,1.6062,0.9045,0.932,0.8624,0.6964,0.7862,0.0763,0.5874,0.8954,0.6315,0.4408,0.1925,0.1473,0.5597,0.5513,0.2037,0.5617,0.4534,0.6411,0.6864,0.2734,0.5705,0.8621,0.014,0.6673,0.4431,0.5753,0.4975,0.5311,0.8671,0.318,0.6109,0.0907,0.5503,0.701,0.9505,0.8324,0.3051,0.5828,0.7255,0.2971,0.9272,0.799,0.9579,0.5988,0.3492,0.677,0.6074,0.5891,0.1522,0.2012,0.6069,0.1564,0.9399,0.2937,0.6775,0.6854,0.8452,0.8358,0.1542,0.2659,0.2231,0.3536,0.4629,0.4399,0.8856,0.7464,0.692,0.8219,0.6161,0.2592,0.3661,0.9472,0.4779,0.1863,0.6367,0.9785,0.5563,0.6271,0.1522,0.1415,0.8919,0.5877,0.636,0.4625,0.7893,0.6824,0.6703,0.0723,0.8553,0.5772,0.44,0.7078
002379.SZ,宏创控股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.6648,,,,37.086,,,,16.5027,,,10.0083,14.9756,1.7815,3.2937,4.7192,6.65,1.189,1.2636,1.9499,1.3596,-1.6183,-0.3997,0.7237,1.6132,0.3665,0.3633,0.4561,0.4471,-0.4604,-1.081,-2.6048,-23.2781,-2.9616,-5.066,0.5554,-9.4562,-0.3381,0.6063,0.6255,1.1786,1.9052,2.3319,2.8938,3.2126,0.8479,0.2897,0.0949,0.1829,0.019,0.1858,0.9417,0.3024,0.7026,0.8076,0.0117,0.3097,0.2874,0.5582,0.5794,0.9277,0.6859,0.2848,0.8936,0.1783,0.649,0.4714,0.1039,0.8262,0.3411,0.496,0.5696,0.3916,0.2735,0.3869,0.216,0.9057,0.0191,0.4053,0.9468,0.2119,0.5953,0.7955,0.3172,0.3647,0.5641,0.0437,0.2311,0.1432,0.3707,0.8555,0.5497,0.2937,0.5832,0.2827,0.5057,0.9287,0.8206,0.8143,0.2281,0.2603,0.0323,0.2724,0.2858,0.6798,0.5356,0.2042,0.1509,0.7279,0.4333,0.5137,0.0165,0.9759,0.4521,0.0727,0.0691,0.5641,0.137,0.8241,0.2407,0.7451,0.2657,0.9582,0.9148,0.4917,0.9326,0.3732,0.4643,0.108,0.9528,0.4181,0.7137,0.794,0.138,0.3154,0.5599,0.6634
002380.SZ,科远股份,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.827,,,,32.1934,,,,30.3139,,10.5164,,29.2238,1.5596,4.082,5.4898,10.1205,1.0829,2.3552,2.8892,4.8607,0.7162,1.7613,2.427,3.388,0.4484,1.6567,2.7103,3.5776,0.4964,2.1066,3.023,4.5853,0.3315,2.6135,4.1135,6.3704,0.3239,2.596,3.6439,5.5971,0.351,2.4915,3.5252,5.4341,0.2871,0.4436,0.8999,0.2192,0.8888,0.9515,0.7275,0.9489,0.0667,0.7452,0.6945,0.5125,0.4796,0.8323,0.5165,0.9294,0.4333,0.5374,0.286,0.0237,0.2104,0.0773,0.6545,0.0424,0.3921,0.9968,0.3201,0.1856,0.9358,0.2451,0.2275,0.8842,0.9372,0.4288,0.9784,0.0959,0.3147,0.3424,0.8002,0.6458,0.8064,0.8723,0.6862,0.2583,0.7439,0.2189,0.9753,0.7958,0.7453,0.7568,0.9233,0.1107,0.1502,0.7378,0.1327,0.949,0.2032,0.0567,0.851,0.0753,0.856,0.7302,0.637,0.2812,0.269,0.3243,0.2312,0.6146,0.52,0.5185,0.1736,0.6776,0.9358,0.4609,0.1642,0.0046,0.6112,0.1399,0.4646,0.335,0.6537,0.2373,0.1226,0.5803,0.1272,0.407,0.1587,0.9231,0.4507,0.2547,0.925,0.8256
002381.SZ,双箭股份,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0065,,,,24.3864,,,,17.9583,,10.9114,,24.3291,1.4017,4.1817,5.4873,6.4356,0.7744,2.0321,2.666,4.3253,1.8435,4.084,7.3549,11.0421,2.9664,6.6248,10.5185,14.08,2.8384,6.1032,8.7089,11.9428,1.9956,4.5473,7.429,9.0648,1.065,3.1424,4.2492,3.8265,0.5825,3.8543,5.1639,6.7947,0.1786,0.9114,0.4844,0.8656,0.8024,0.2388,0.4519,0.1656,0.6834,0.5667,0.4813,0.2914,0.3204,0.5614,0.6952,0.439,0.3844,0.4392,0.3107,0.372,0.5365,0.5063,0.2975,0.8395,0.0917,0.4565,0.5602,0.0545,0.5243,0.3148,0.9778,0.2475,0.8578,0.2479,0.683,0.0355,0.3114,0.1679,0.5935,0.6222,0.4674,0.5717,0.1212,0.496,0.2885,0.7192,0.4654,0.7739,0.1666,0.7737,0.5111,0.902,0.2787,0.2085,0.6195,0.8872,0.3774,0.1179,0.2203,0.9061,0.3322,0.2166,0.7677,0.3287,0.8545,0.0536,0.3538,0.9833,0.9428,0.7256,0.165,0.856,0.791,0.0386,0.4822,0.0429,0.8695,0.646,0.9523,0.1512,0.1008,0.3542,0.1264,0.1837,0.6256,0.2647,0.9824,0.6163,0.9856,0.0027,0.4902,0.0311
002382.SZ,蓝帆医疗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.9435,,,,35.1017,,,,48.0362,,17.3352,,33.096,2.3211,4.5174,6.5723,7.2873,0.3144,1.2505,2.8546,3.1929,1.1718,2.7479,4.8273,5.4508,1.1448,2.8717,3.6618,4.8273,0.6845,1.5909,3.1539,6.0881,3.8233,7.7249,12.8227,15.2981,3.6988,8.2708,12.1,14.5932,3.9011,7.8758,11.8758,14.742,0.4907,0.4071,0.9412,0.705,0.9771,0.7263,0.3357,0.3585,0.0237,0.6,0.2532,0.9403,0.198,0.3012,0.2969,0.773,0.4897,0.5272,0.179,0.9317,0.5143,0.8808,0.258,0.1819,0.9387,0.8562,0.0433,0.737,0.5066,0.7168,0.2414,0.428,0.4934,0.382,0.7679,0.9058,0.6695,0.3741,0.5851,0.8497,0.6825,0.8074,0.2677,0.318,0.6088,0.0778,0.6146,0.2967,0.1651,0.315,0.0624,0.3227,0.4068,0.3859,0.5582,0.9298,0.0475,0.9717,0.0253,0.9498,0.9717,0.1591,0.0823,0.6185,0.434,0.3217,0.4679,0.3174,0.4495,0.1603,0.7854,0.6444,0.7618,0.0272,0.7889,0.5524,0.2656,0.6889,0.1935,0.7143,0.4605,0.7293,0.5562,0.3437,0.8105,0.214,0.5584,0.3624,0.8057,0.6955,0.5748,0.3636
002383.SZ,合众思壮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4753,,,,60.0054,,,,31.9537,,11.1251,,25.6204,0.5378,3.3892,4.2246,5.7535,0.1522,1.6185,2.3505,3.0083,-1.1684,-1.5417,-1.9069,-3.8381,-1.5047,-2.4,-3.2015,0.7008,-1.6137,-2.4746,-3.169,2.8368,-0.9256,0.2361,0.5732,3.7698,-0.9334,0.1899,0.4349,3.6409,0.1442,1.4342,2.0247,6.7163,0.3796,0.9137,0.8771,0.4929,0.7546,0.9985,0.5843,0.7034,0.8243,0.3702,0.8859,0.2831,0.4563,0.1814,0.5046,0.2349,0.1713,0.3527,0.1846,0.7586,0.5551,0.1132,0.8041,0.0425,0.7757,0.6042,0.6614,0.9957,0.5758,0.0447,0.3023,0.2964,0.941,0.4163,0.3119,0.4373,0.0442,0.2479,0.2319,0.2151,0.2942,0.8282,0.0166,0.1475,0.0542,0.7652,0.0433,0.1774,0.4868,0.2199,0.3339,0.6656,0.7946,0.8786,0.185,0.4167,0.9843,0.5503,0.8038,0.5997,0.2455,0.0116,0.6909,0.3788,0.253,0.3955,0.8346,0.4195,0.5097,0.4937,0.2206,0.6652,0.682,0.1174,0.2731,0.4895,0.1387,0.2743,0.9717,0.3355,0.8545,0.1977,0.0785,0.9735,0.1853,0.8079,0.5421,0.2329,0.3676,0.6439,0.5401,0.1012
002384.SZ,东山精密,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.6266,,,,32.0006,,,,25.2462,,9.2362,,22.2073,4.8943,4.7405,7.8208,10.5274,2.261,4.3545,4.7686,3.8818,0.6976,2.3181,5.0779,-8.0327,0.772,2.2996,2.8763,2.0207,0.4641,1.6348,2.8177,3.0761,0.8119,2.5444,2.6756,1.5154,0.6788,5.4805,5.3399,5.3227,0.7793,2.3604,7.1137,10.0173,0.3756,0.1676,0.1344,0.2824,0.0081,0.9815,0.1372,0.45,0.5361,0.0207,0.9251,0.7666,0.0298,0.4084,0.2267,0.329,0.4247,0.1988,0.0185,0.7138,0.0081,0.0775,0.0083,0.1796,0.2068,0.9845,0.2667,0.172,0.6003,0.2956,0.1456,0.0084,0.1878,0.5258,0.667,0.8392,0.0787,0.1165,0.1802,0.1467,0.1116,0.9939,0.9538,0.8198,0.7961,0.03,0.7555,0.0682,0.3662,0.8041,0.7295,0.5069,0.1443,0.4455,0.9899,0.4464,0.8101,0.0684,0.2417,0.5572,0.2629,0.591,0.2925,0.8275,0.9207,0.1974,0.9634,0.4061,0.9522,0.3012,0.6962,0.003,0.0803,0.2584,0.8619,0.9216,0.0248,0.8724,0.8692,0.9468,0.3656,0.28,0.7828,0.7774,0.3601,0.4095,0.9263,0.7379,0.3289,0.463,0.8343,0.1568
002385.SZ,大北农,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.1153,,,,25.5657,,,,27.0443,,,26.1858,38.6017,9.012,7.2692,10.2741,15.8751,3.7927,6.9332,9.8108,15.3559,5.0057,8.697,11.859,17.8957,4.7364,7.6662,10.4059,16.9066,3.122,5.5827,8.4094,14.5749,1.7135,3.4918,6.5704,9.7287,1.583,4.2284,6.7705,9.879,2.0736,5.6327,8.8585,12.9983,0.7399,0.1762,0.531,0.3215,0.4468,0.2823,0.1043,0.3355,0.3696,0.2927,0.841,0.4412,0.4233,0.3019,0.05,0.1103,0.6139,0.6741,0.0381,0.7162,0.3558,0.4864,0.2272,0.8584,0.5009,0.1897,0.3952,0.6375,0.6664,0.3022,0.3291,0.6343,0.0105,0.3856,0.8958,0.059,0.0159,0.6176,0.8627,0.1142,0.6864,0.5775,0.641,0.0683,0.3911,0.5304,0.3938,0.0818,0.1848,0.9564,0.2723,0.6173,0.8009,0.3326,0.4255,0.043,0.8244,0.308,0.1108,0.749,0.1497,0.6721,0.2238,0.2007,0.6655,0.9297,0.3473,0.3646,0.2025,0.554,0.2897,0.8875,0.8844,0.6839,0.5215,0.5444,0.7944,0.7998,0.7318,0.8532,0.5193,0.5472,0.8833,0.2327,0.4359,0.3808,0.3181,0.7195,0.9519,0.7193,0.6571,0.827
002386.SZ,天原集团,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9202,,,,17.0079,,,,8.6726,,2.6714,,7.5685,1.7858,2.1086,2.7536,3.5481,0.7699,1.5834,2.0808,0.5299,-2.1558,-4.246,-4.207,1.6699,0.8702,1.5241,1.6915,1.4306,0.1319,-0.9609,-2.0218,1.5243,-1.4844,-2.14,-3.0848,0.4087,-1.3578,-1.6306,-1.2207,1.3651,0.2864,0.644,2.0757,2.4989,0.7699,0.2876,0.3054,0.1389,0.7156,0.865,0.7204,0.9969,0.55,0.0599,0.5647,0.5074,0.169,0.5343,0.5585,0.764,0.9543,0.8114,0.4981,0.9152,0.8973,0.5793,0.2905,0.852,0.0532,0.9029,0.2592,0.8119,0.7761,0.4513,0.3198,0.2782,0.1462,0.7383,0.1944,0.7249,0.3305,0.5583,0.0366,0.5084,0.901,0.2504,0.5881,0.103,0.2118,0.5638,0.8321,0.822,0.6265,0.0724,0.5174,0.229,0.9803,0.8816,0.9629,0.517,0.3277,0.0192,0.5533,0.821,0.4171,0.832,0.4089,0.2902,0.6676,0.165,0.93,0.2745,0.2523,0.8513,0.8766,0.3135,0.9973,0.3543,0.1292,0.5228,0.1013,0.4039,0.9036,0.4194,0.281,0.7615,0.4462,0.168,0.7355,0.8659,0.7856,0.0137,0.6124,0.4634,0.3497,0.0234
002387.SZ,维信诺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.071,,,,27.8113,,,,30.2591,,12.0032,,27.1242,7.248,5.55,8.2957,10.7458,1.0548,3.8515,5.6734,8.0909,1.5432,3.137,4.1344,4.1268,0.8263,0.0236,0.165,1.069,0.4735,0.5332,0.184,0.8987,-1.3593,-5.626,-12.3338,-61.1254,-1.9414,-5.3239,6.3672,3.5369,-4.0648,-13.8943,-8.4283,2.0142,0.6929,0.148,0.2761,0.1813,0.5805,0.8,0.494,0.172,0.8834,0.6877,0.7589,0.6492,0.3977,0.0439,0.1569,0.5784,0.0387,0.3136,0.5756,0.9985,0.5288,0.6281,0.839,0.9939,0.402,0.2128,0.052,0.7637,0.2871,0.256,0.0718,0.8875,0.5667,0.3235,0.842,0.9564,0.3508,0.2652,0.1857,0.9434,0.1113,0.5591,0.4817,0.0516,0.6045,0.9754,0.3405,0.4728,0.0804,0.5496,0.8247,0.3104,0.0604,0.9529,0.9782,0.1768,0.5875,0.6518,0.8429,0.5408,0.412,0.8014,0.8571,0.8427,0.0092,0.9374,0.8207,0.286,0.9565,0.327,0.564,0.9778,0.482,0.8137,0.5762,0.4483,0.4656,0.7324,0.7274,0.3862,0.435,0.7187,0.1362,0.6256,0.3843,0.3318,0.7695,0.1001,0.167,0.8443,0.8883,0.1956
002388.SZ,新亚制程,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.102,,,,34.143,,,,19.995,,9.406,,20.9461,2.478,3.7746,5.5543,7.2069,0.3946,2.2865,3.4307,4.4044,0.4235,1.5014,2.4272,2.5557,0.4956,1.2349,1.74,1.7693,0.5563,1.2962,1.8767,2.0222,0.0743,0.2498,0.9649,0.8147,0.1009,0.3582,1.3731,1.9017,1.643,5.7603,6.7162,7.1755,0.7507,0.3758,0.7323,0.1879,0.9896,0.6926,0.4098,0.8041,0.9326,0.9588,0.1394,0.912,0.4506,0.5665,0.7782,0.4167,0.5491,0.2873,0.9235,0.3542,0.0657,0.6944,0.1469,0.0314,0.5878,0.0914,0.5107,0.5395,0.8608,0.1797,0.546,0.2494,0.9008,0.8103,0.9239,0.4484,0.865,0.0541,0.8778,0.0008,0.4004,0.6612,0.805,0.3653,0.6001,0.748,0.1929,0.8916,0.583,0.9203,0.8486,0.0279,0.0654,0.7536,0.8959,0.3185,0.1993,0.8334,0.3503,0.313,0.4059,0.6782,0.4934,0.6477,0.3545,0.5953,0.2704,0.8025,0.2695,0.6646,0.0215,0.4511,0.7287,0.4639,0.5061,0.0939,0.9772,0.9062,0.3447,0.6248,0.6523,0.107,0.2094,0.1278,0.9094,0.0487,0.52,0.6074,0.3969,0.9818,0.0277,0.0859
002389.SZ,航天彩虹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.7764,,,,28.2658,,,,24.731,,12.7925,,26.9292,7.5028,6.7596,9.3966,13.106,3.098,5.7996,9.7128,13.3292,3.0062,3.8405,4.7059,5.2771,0.803,1.29,1.538,2.2774,0.5483,1.2592,1.9793,2.6486,0.9181,2.0668,2.5555,3.6692,0.873,1.9898,2.9134,3.6266,0.7202,1.5793,2.2794,3.967,0.4718,0.3529,0.7744,0.6883,0.5496,0.9906,0.4273,0.8411,0.7518,0.3477,0.4499,0.6255,0.7479,0.9655,0.3487,0.3907,0.0557,0.6863,0.574,0.8241,0.6007,0.3741,0.054,0.9296,0.1844,0.1378,0.8998,0.6828,0.4426,0.497,0.422,0.8658,0.0879,0.9396,0.3706,0.1436,0.6532,0.6306,0.5918,0.9906,0.5972,0.4396,0.7308,0.9313,0.4815,0.924,0.7676,0.5472,0.9905,0.8781,0.7528,0.5824,0.1036,0.8238,0.1899,0.919,0.9264,0.4625,0.6831,0.8179,0.7329,0.928,0.7307,0.0779,0.9656,0.8605,0.5047,0.5763,0.9129,0.9462,0.258,0.2684,0.0778,0.3777,0.619,0.8895,0.0558,0.7459,0.321,0.701,0.2233,0.8784,0.9154,0.9788,0.2255,0.3096,0.8396,0.2423,0.5768,0.9035,0.7539,0.4012
002390.SZ,信邦制药,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2205,,,,19.0452,,,,17.8513,,7.7891,,20.3146,2.4754,3.7448,4.9853,6.2234,0.6809,2.4187,3.2551,4.7492,0.719,2.4346,3.3197,4.7879,0.6955,1.7678,2.6259,3.9207,0.407,2.7797,5.1172,8.4369,1.3694,3.3603,5.3515,7.0616,0.9975,2.9649,4.5264,5.5322,0.8217,2.2895,3.823,4.926,0.5938,0.409,0.4726,0.659,0.5969,0.8103,0.2487,0.0608,0.0227,0.3284,0.1178,0.7882,0.1265,0.3726,0.1167,0.9242,0.2694,0.08,0.2279,0.4614,0.4464,0.3778,0.5008,0.2874,0.7862,0.3612,0.1964,0.7475,0.5592,0.8934,0.1779,0.1409,0.8794,0.1398,0.8457,0.9905,0.8364,0.7843,0.0446,0.9426,0.8449,0.6179,0.6896,0.44,0.0551,0.8913,0.136,0.4962,0.3747,0.8364,0.9145,0.8529,0.8616,0.7876,0.5605,0.5629,0.7738,0.4924,0.8403,0.3133,0.5037,0.8624,0.9207,0.2444,0.5109,0.6483,0.8498,0.8627,0.0729,0.5077,0.5292,0.5842,0.3129,0.1658,0.9745,0.1744,0.545,0.3253,0.7965,0.6846,0.792,0.4522,0.1938,0.3381,0.3589,0.6054,0.9529,0.5042,0.8699,0.7492,0.0767,0.6736
002391.SZ,长青股份,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.5931,,,,30.9347,,,,20.1962,,14.0747,,36.3366,,,,51.8219,,22.0956,,38.6761,8.3874,6.2093,9.256,11.3287,1.8663,4.0005,5.5212,7.0253,2.1005,4.7395,7.6609,9.4017,2.3815,5.7154,8.1052,10.4484,2.3683,5.814,8.5027,11.1618,1.9612,5.2034,7.238,9.2634,1.3347,3.7403,4.6781,5.6079,1.5138,4.1195,5.5429,7.6288,0.5737,0.8132,0.0056,0.1126,0.3669,0.6685,0.8215,0.3127,0.231,0.9255,0.9118,0.1243,0.7989,0.9444,0.1532,0.689,0.6474,0.3146,0.2197,0.3041,0.0543,0.5398,0.6014,0.5807,0.407,0.2036,0.7689,0.7304,0.9308,0.019,0.5847,0.8829,0.8962,0.0527,0.1936,0.2143,0.6436,0.3654,0.6581,0.0031,0.2734,0.0549,0.798,0.7618,0.2529,0.6051,0.3041,0.4206,0.3543,0.818,0.0139,0.9269,0.5245,0.4075,0.5997,0.1158,0.2582,0.7607,0.3866,0.4563,0.7564,0.345,0.842,0.5329,0.0752,0.3662,0.2913,0.0434,0.4376,0.7131,0.2549,0.8878,0.0405,0.3422,0.6695,0.7022,0.1894,0.5115,0.185,0.3973,0.8712,0.3804,0.7794,0.4584,0.7523,0.4503,0.5626,0.579,0.4027,0.9129,0.5347,0.1256
