证券代码,证券简称,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA
600628.SH,新世界,,7.3015,,8.2944,,10.3206,,18.1623,,10.4936,,17.7472,,10.6859,,17.0076,,5.5499,,12.8978,,8.4725,,12.206,,5.756,,9.9945,2.6797,5.6949,7.6696,8.3392,2.477,4.1892,5.7268,8.5237,2.565,3.9509,6.0417,9.0889,2.2251,4.635,6.3991,9.0588,2.448,5.7787,7.6196,9.608,2.3703,4.8876,6.6659,10.1235,3.146,5.847,7.4987,10.184,2.7707,6.1397,7.62,10.5649,2.5134,6.008,7.8002,10.7684,2.683,5.9275,7.2261,10.7477,2.2962,6.2206,7.5021,11.021,2.1567,5.9636,7.0872,10.5,2.0785,5.3933,6.601,9.6573,1.6348,1.3631,1.4215,2.047,0.5527,1.2988,1.2915,7.7205,6.5418,8.674,10.0887,10.7333,0.5655,0.6273,0.2205,0.9574,0.4443,0.4299,0.7319,0.6568,0.3589,0.8574,0.7424,0.7967,0.519,0.8975,0.8199,0.8795,0.1724,0.4506,0.2067,0.5143,0.0787,0.0779,0.6392,0.9211,0.2201,0.4928,0.0511,0.9411,0.7047,0.3328,0.6112,0.973,0.1387,0.9846,0.3449,0.6274,0.1612,0.6238,0.7359,0.6222,0.5145,0.2979,0.4042,0.5875,0.9455,0.0384,0.4557,0.3006,0.5557,0.8926,0.5162,0.9271,0.5163,0.8814,0.5918,0.8987,0.0177,0.6128,0.6725,0.6073,0.8181,0.7749,0.8736,0.233,0.9874,0.481,0.9359,0.4146,0.2452,0.3415,0.0093,0.8487,0.8548,0.7793,0.1614,0.6156,0.7863,0.8571,0.0819,0.7405,0.5965,0.825,0.9334,0.8025,0.1679,0.1302,0.159,0.9065,0.3965,0.9341,0.9491,0.1681
600629.SH,华建集团,,5.1715,,13.1033,,5.7509,,13.3713,,5.989,,13.241,,0.7299,,13.9256,,-4.3159,,-19.0321,,-9.4382,,-28.1631,,-11.5425,-17.1869,,,,,,,,,,,,,,,,,,,,,,137.7749,166.053,182.4918,191.5976,14.1502,29.1977,38.873,43.1214,0.2784,1.3706,0.8706,17.0062,5.6399,5.8383,6.9697,12.3457,1.1516,4.8933,3.4357,4.7947,1.9835,1.0857,0.4118,1.2668,0.0953,1.5262,1.7366,1.8049,0.102,-0.4727,-1.4161,0.5657,0.071,0.1828,10.8226,19.317,3.4826,11.958,16.7746,27.7071,2.9162,4.4474,8.5301,14.7078,0.8967,0.6641,0.3805,0.2273,0.1126,0.6289,0.0309,0.846,0.7424,0.9693,0.5359,0.4331,0.63,0.2573,0.4762,0.0363,0.76,0.3679,0.5903,0.1022,0.0228,0.2468,0.6834,0.8535,0.2668,0.0783,0.1982,0.9005,0.6765,0.7902,0.0284,0.3028,0.7919,0.0415,0.644,0.1477,0.47,0.2602,0.4615,0.9239,0.6548,0.8096,0.6368,0.254,0.0592,0.218,0.6014,0.9764,0.2715,0.0066,0.4422,0.438,0.1466,0.7578,0.0585,0.7031,0.3701,0.0201,0.8808,0.5222,0.867,0.4075,0.8797,0.5732,0.1836,0.1649,0.1453,0.8395,0.2012,0.4475,0.352,0.6137,0.9249,0.4594,0.29,0.587,0.1565,0.4232,0.5458,0.1606,0.8114,0.7743,0.9452,0.6495,0.8862,0.3722,0.6179,0.1123,0.2072,0.0501,0.3597,0.9107
600630.SH,龙头股份,,3.1105,,1.939,,-4.81,,0.0627,,0.0754,,19.5855,,,,14.6206,,4.5742,,9.8617,,6.4549,,12.2459,,4.7011,,6.6386,0.7465,2.8376,3.0485,3.0811,0.6423,1.7516,2.1178,1.0355,0.3366,0.3115,0.3738,-19.6828,0.4549,0.4137,0.3856,0.9673,0.3983,0.9068,0.8273,-4.7882,0.4364,1.0233,1.1231,1.4486,0.6057,1.2501,1.5589,1.5243,0.4058,0.9538,1.571,3.1869,0.732,1.3932,2.1097,4.1447,0.7949,1.5177,2.2812,3.2056,0.7786,1.6723,2.5437,3.0663,0.8703,1.6504,2.424,3.3879,0.8727,1.9459,3.1395,3.9666,1.0821,2.3743,3.5011,4.8655,1.3178,2.9496,4.0971,1.226,1.2506,2.1548,6.1355,7.3242,0.245,0.0931,0.9729,0.8977,0.1164,0.1622,0.0714,0.8643,0.948,0.0287,0.3271,0.7203,0.3981,0.5215,0.6886,0.6371,0.8779,0.8433,0.0271,0.9214,0.1632,0.7807,0.1675,0.7408,0.4807,0.0981,0.5722,0.8869,0.0725,0.1699,0.9311,0.7836,0.5244,0.2119,0.1403,0.2969,0.3182,0.8159,0.0416,0.1616,0.5847,0.7367,0.8307,0.4649,0.082,0.6051,0.8377,0.7048,0.4162,0.056,0.5032,0.4876,0.1606,0.2588,0.9647,0.2212,0.3492,0.1541,0.8963,0.7781,0.2157,0.2608,0.903,0.1714,0.4255,0.9891,0.8042,0.5752,0.845,0.46,0.0816,0.3207,0.1583,0.9611,0.16,0.7791,0.5106,0.2832,0.8971,0.9092,0.5256,0.9892,0.9826,0.4275,0.6163,0.6434,0.949,0.1959,0.306,0.1695,0.1969,0.627
600633.SH,浙数文化,,3.62,,4.8506,,0.4946,,-22.1178,,-18.294,,-90.2666,,-5.0283,,-12.4632,,-31.6674,,-109.7251,,-175.1139,,,,110.8897,128.2187,157.6801,2.8876,4.9915,9.5789,12.674,2.0457,3.7402,6.8252,7.7185,1.0053,2.0275,2.2351,1.4813,-1.6045,-3.4381,-6.4702,-20.7254,-2.8039,10.3522,9.0589,2.3388,-0.8952,1.1958,-1.9191,-5.3443,-3.0198,-5.5244,-10.0844,-23.517,-4.3351,-9.2401,-12.09,-15.6115,-2.2313,-9.0508,-9.0386,2.153,-3.6826,-10.9359,33.9723,42.251,3.9714,12.1143,17.5315,22.765,3.9084,8.1098,14.4411,18.0078,3.7328,8.0608,11.2527,14.0635,3.661,7.3995,10.2802,15.1833,3.9657,7.1212,9.2002,11.433,17.7503,18.7751,21.7366,23.1328,0.679,0.6478,0.1668,0.4037,0.3549,0.0675,0.1076,0.4139,0.5048,0.4564,0.6372,0.4297,0.717,0.3544,0.673,0.9921,0.3843,0.8029,0.5328,0.7836,0.9337,0.1964,0.4782,0.8749,0.8659,0.5802,0.4151,0.8851,0.3754,0.3337,0.2062,0.2438,0.1748,0.7808,0.5409,0.342,0.82,0.1589,0.6814,0.4826,0.8597,0.9768,0.2646,0.9531,0.7098,0.815,0.712,0.5432,0.5321,0.7934,0.2471,0.9681,0.8076,0.554,0.5144,0.4707,0.7867,0.2487,0.0042,0.4586,0.0911,0.3069,0.5461,0.8904,0.1683,0.9334,0.1551,0.1086,0.5909,0.5443,0.0376,0.1909,0.6649,0.4649,0.7494,0.8711,0.0038,0.1538,0.9059,0.5483,0.262,0.8472,0.5126,0.0405,0.973,0.459,0.0577,0.1888,0.7774,0.0335,0.4173,0.8589
600634.SH,*ST富控,,3.9183,,8.9382,,3.915,,7.6128,,3.6409,,5.4624,,3.6793,,5.2296,,1.8505,,3.6095,,1.7146,,2.2942,,0.2745,,14.1355,-0.4586,1.446,9.496,11.4972,0.4725,0.4407,0.7519,-18.328,-1.9863,-3.7181,-5.4665,0.3033,2.4383,2.2218,2.0084,3.4502,-0.4549,0.4349,0.4619,1.2549,0.0843,0.1068,1.6569,-1.4633,-0.4843,-0.3241,-0.942,0.3129,-0.8468,-1.6431,-2.097,-35.8857,0.2529,-0.7424,-1.7004,-1.0112,-1.1038,-1.9464,-3.2223,4.1089,0.0804,1.3981,0.7848,15.3861,-1.7913,-8.2147,-10.7826,9.7344,0.4472,1.9792,3.888,5.8574,0.3312,1.6153,3.8621,5.0438,0.0326,1.2503,1.6404,6.4033,0.9893,1.9371,2.3124,1.8827,0.0354,0.6866,0.7218,0.3896,0.4973,0.627,0.2111,0.9846,0.3279,0.995,0.879,0.4392,0.1535,0.8794,0.4838,0.3333,0.6697,0.1973,0.0267,0.2993,0.3045,0.2205,0.3576,0.746,0.7203,0.9662,0.27,0.5695,0.7352,0.4597,0.708,0.3362,0.8859,0.4042,0.4294,0.1302,0.2813,0.0362,0.1213,0.3964,0.7694,0.0406,0.8432,0.587,0.497,0.5383,0.349,0.9326,0.7307,0.7147,0.3834,0.1941,0.5726,0.9378,0.4757,0.2512,0.201,0.8772,0.9666,0.4498,0.9484,0.3041,0.3945,0.9607,0.2486,0.2254,0.6211,0.4632,0.9393,0.0116,0.6713,0.6945,0.7676,0.96,0.819,0.6996,0.1716,0.262,0.2678,0.8652,0.1808,0.4152,0.5295,0.9566,0.4866,0.8155,0.9398,0.4083,0.0817,0.3735,0.8891,0.3769
600635.SH,大众公用,,8.6702,,16.3209,,7.4929,,14.3054,,10.1475,,23.038,,10.7326,,15.0043,,6.8326,,11.5191,,6.1067,,11.1886,,6.0587,,11.0535,1.7705,5.212,7.443,9.5007,1.6398,3.3765,5.2392,7.5224,1.4687,3.4295,5.2605,1.7708,1.4838,3.242,3.8442,2.1426,1.1804,3.1424,3.7607,2.9452,1.4695,7.0657,9.3079,12.1449,2.2942,5.6083,7.2032,7.4746,1.8123,4.4678,6.3626,8.7475,1.6051,3.7804,5.3432,10.1139,1.3645,8.4064,9.7966,11.5154,1.1054,5.1277,6.7638,8.7717,1.1297,3.487,5.043,7.1405,1.1371,3.1617,5.042,8.1502,1.5349,7.4575,8.4899,9.0574,2.4781,5.3793,7.523,8.4949,1.7269,2.8432,4.9325,6.6036,0.6196,0.7913,0.0403,0.9234,0.9972,0.5983,0.4165,0.781,0.0032,0.1814,0.2721,0.1858,0.6828,0.3296,0.1213,0.6009,0.5752,0.5671,0.6479,0.2957,0.0176,0.6566,0.4504,0.371,0.4609,0.0718,0.1667,0.7348,0.6755,0.9921,0.4785,0.8194,0.1418,0.6465,0.0452,0.9296,0.5134,0.2769,0.9206,0.4384,0.3304,0.6944,0.8716,0.4053,0.0489,0.46,0.5272,0.738,0.4942,0.5537,0.3548,0.4139,0.652,0.6739,0.5648,0.1679,0.3934,0.6834,0.0376,0.0485,0.3798,0.4506,0.8123,0.1681,0.9306,0.8768,0.1209,0.3974,0.6333,0.2868,0.8502,0.1995,0.3431,0.5821,0.5601,0.6487,0.4289,0.005,0.0518,0.1047,0.9343,0.3982,0.1547,0.1858,0.0339,0.1949,0.4094,0.6263,0.7478,0.7951,0.8309,0.2095
600636.SH,三爱富,,2.9802,,3.5165,,2.0696,,4.14,,2.8107,,10.5743,,5.4645,,11.1503,,5.9107,,11.1954,,11.1972,,17.6396,,9.801,13.5491,18.6712,4.8251,8.736,13.7655,16.4405,3.916,8.7334,11.817,10.7219,4.5967,12.7363,16.4094,18.1104,5.458,16.1356,17.2796,18.7942,3.4707,7.8175,13.8131,15.9539,2.6616,6.9657,7.3244,10.929,2.7665,1.8228,0.1571,-9.1948,-1.4042,0.2086,0.6272,2.5848,0.1799,3.8866,6.4824,6.0271,24.7395,48.001,59.0688,63.1574,5.3785,5.7812,5.8551,8.7377,-0.8352,0.89,6.6528,4.2257,1.6112,1.3313,1.1426,0.392,-1.9143,-2.1696,-4.3131,-14.0929,0.3063,1.5623,-6.9521,-11.6923,1.5246,4.1553,4.7505,1.9118,0.125,0.4838,0.6719,0.8542,0.5359,0.8326,0.7432,0.4944,0.4605,0.524,0.9767,0.6714,0.693,0.511,0.0271,0.2676,0.8874,0.8777,0.5021,0.6309,0.6603,0.9608,0.4874,0.4086,0.8063,0.9008,0.9734,0.6079,0.6506,0.7379,0.8245,0.7122,0.5636,0.5174,0.2921,0.3528,0.0064,0.0865,0.1708,0.6754,0.3933,0.9928,0.6291,0.7317,0.6732,0.9315,0.9568,0.3948,0.1346,0.365,0.0033,0.0706,0.623,0.8293,0.9455,0.2296,0.6304,0.1677,0.7767,0.5709,0.7524,0.8745,0.9046,0.6779,0.5185,0.3399,0.0583,0.682,0.9483,0.5224,0.7418,0.156,0.2742,0.3933,0.9054,0.2306,0.9303,0.7456,0.3764,0.8508,0.2874,0.9372,0.9489,0.5865,0.4141,0.1643,0.6626,0.8767,0.5619,0.8136,0.1363,0.1742
600637.SH,东方明珠,,5.4663,,2.5212,,0.4211,,-18.7277,,0.6711,,10.6423,,4.2861,,11.0329,,4.7468,,10.6296,,7.8903,,14.6415,,5.8546,,8.6744,1.354,2.0974,2.3818,3.3523,1.4384,2.9219,4.3469,6.2717,1.0946,1.5044,2.3674,3.1077,0.2754,0.7682,0.279,0.3229,-0.1042,-0.2868,-0.8952,-10.3373,0.135,0.3608,0.5192,0.6646,0.1309,0.3815,0.534,-52.3172,0.261,-6.5925,-14.76,2.9538,0.551,2.8885,3.9745,8.5458,1.0316,1.735,3.1444,18.3067,4.2493,9.4418,14.1272,18.2055,4.6475,9.8922,14.9411,19.907,4.7977,9.9575,13.9523,19.1799,4.426,9.3505,17.5401,19.7248,1.3724,5.0884,7.5811,11.3961,1.6103,4.5907,3.8143,8.278,0.3764,0.1233,0.1838,0.3493,0.0701,0.605,0.2712,0.8977,0.9367,0.0078,0.7736,0.7734,0.4801,0.7099,0.6591,0.0634,0.9217,0.3325,0.8143,0.268,0.2603,0.7325,0.0301,0.4586,0.5207,0.4881,0.6163,0.8812,0.8838,0.5369,0.8485,0.0267,0.9252,0.6976,0.9258,0.664,0.5146,0.6012,0.95,0.9482,0.149,0.765,0.8492,0.2365,0.9948,0.3675,0.03,0.9399,0.3489,0.9398,0.4704,0.1462,0.8451,0.902,0.0002,0.6705,0.0276,0.2988,0.7208,0.7237,0.2832,0.0162,0.4352,0.5733,0.7152,0.7301,0.2365,0.1573,0.2597,0.1357,0.4022,0.985,0.1063,0.0217,0.7632,0.5022,0.8951,0.4081,0.8427,0.1281,0.9182,0.7911,0.3104,0.1114,0.9698,0.3351,0.3695,0.9481,0.2864,0.0836,0.6896,0.651
600638.SH,新黄浦,,10.9189,,17.0644,,8.3504,,15.945,,12.5984,,17.1784,,6.5973,,9.7134,,1.5552,,5.8836,,3.3412,,7.6158,,3.1017,,2.9298,0.5153,1.4535,1.7155,2.5668,0.4578,1.8908,2.2269,2.9361,0.4632,1.5786,1.9243,3.6151,0.6616,2.2584,2.7114,3.138,0.8285,2.3128,2.6212,4.0936,1.6911,4.2464,4.9317,7.273,1.677,4.1888,4.9321,6.9799,1.431,4.0417,5.1914,6.1275,0.9071,3.3302,5.715,7.5762,0.9052,4.2845,6.9632,7.9163,0.8985,2.7975,6.6911,6.6443,1.0636,3.0706,3.9381,6.9199,0.8971,1.841,2.2206,4.9731,0.9051,2.3502,5.5951,6.4007,0.8306,2.2305,3.6901,2.8133,0.8293,15.6514,16.6095,16.4128,0.1875,0.922,0.9593,0.7693,0.0236,0.0557,0.6567,0.4099,0.56,0.7108,0.6113,0.2315,0.2386,0.5626,0.3153,0.4073,0.8966,0.5321,0.2975,0.4052,0.4329,0.9268,0.3858,0.7715,0.887,0.6951,0.7885,0.9297,0.1348,0.1601,0.492,0.4608,0.3869,0.8758,0.2694,0.7406,0.8901,0.3436,0.8412,0.3647,0.5564,0.662,0.5922,0.7714,0.3442,0.4048,0.2239,0.2715,0.2446,0.2963,0.6753,0.3018,0.3086,0.9763,0.0722,0.575,0.6691,0.043,0.8159,0.3521,0.5149,0.5254,0.4299,0.8561,0.0057,0.9901,0.8351,0.6655,0.9918,0.8037,0.5272,0.4848,0.9865,0.8129,0.9582,0.6807,0.5065,0.0883,0.7109,0.9856,0.4864,0.6039,0.3408,0.8695,0.7733,0.328,0.8993,0.3004,0.3146,0.7374,0.2902,0.2742
600639.SH,浦东金桥,,8.5581,,9.7048,,3.208,,10.4452,,3.3158,,4.9667,,1.9319,,2.4248,,1.2585,,2.7492,,1.7233,,4.2373,,4.1117,,5.8435,0.9906,3.0511,5.8192,6.374,2.0605,3.8105,5.8822,6.9035,2.0917,6.0014,7.8565,8.3504,2.7563,6.3751,7.4031,8.0299,6.6821,7.4581,8.2095,7.7254,1.9494,3.9939,5.9828,7.3733,2.2393,4.1647,7.4275,9.2283,2.0696,3.8796,5.9885,11.203,2.3728,5.407,6.8283,15.0635,4.0267,8.5363,9.7567,11.7332,1.9439,4.6218,6.0026,8.011,2.2337,4.5413,6.167,9.586,1.1397,4.6607,6.7711,8.2419,0.9527,3.327,5.47,6.325,1.1024,3.942,5.3605,6.9514,2.3128,4.2911,6.1779,8.3871,0.1844,0.2443,0.097,0.7146,0.012,0.1102,0.9522,0.7967,0.3429,0.5912,0.2374,0.9488,0.327,0.9995,0.2029,0.9289,0.1044,0.0058,0.7372,0.5045,0.2206,0.67,0.8395,0.9351,0.8971,0.7429,0.5793,0.2734,0.5839,0.3902,0.2409,0.4425,0.7766,0.5962,0.4919,0.2695,0.2019,0.1702,0.5804,0.484,0.3865,0.073,0.077,0.5499,0.8661,0.9797,0.4242,0.7216,0.1028,0.2052,0.3119,0.7323,0.335,0.0516,0.6186,0.0311,0.325,0.567,0.5968,0.6898,0.5394,0.8636,0.6509,0.9406,0.6853,0.758,0.4554,0.6287,0.7077,0.1278,0.2963,0.0408,0.0622,0.4085,0.0453,0.1191,0.374,0.0849,0.1191,0.9916,0.8796,0.7731,0.7195,0.8062,0.7583,0.5335,0.2988,0.0209,0.7773,0.6557,0.3983,0.8945
600640.SH,号百控股,,16.2083,,25.2339,,14.8933,,24.7877,,10.5803,,21.4501,,6.2528,,11.5455,,6.0632,,10.6057,,2.6975,,5.1568,,2.3436,,3.2641,0.3537,2.6688,3.3681,1.5898,1.4163,1.3391,1.7519,1.0298,0.7298,0.2208,-1.3281,-4.8747,-1.3601,-2.8029,-3.3083,0.2651,-0.8652,-1.2125,-1.0759,-1.8558,3.1113,5.0144,7.8173,5.9531,-2.2038,-3.1407,-3.859,-7.0289,-0.1803,-0.5446,-1.3023,0.3451,-0.731,-1.5089,-2.6228,-1.4082,-0.2636,-0.2629,-0.4779,0.3097,-0.5421,4.9831,7.4885,7.7833,0.9097,1.9389,2.9998,3.3526,0.8055,1.7174,3.0989,3.5143,0.465,1.6796,1.9663,1.8232,0.2286,0.5315,0.9733,0.7012,1.3666,3.7319,5.995,7.329,0.6773,0.4045,0.3246,0.0423,0.4672,0.6861,0.1559,0.369,0.5863,0.3406,0.0566,0.7981,0.4145,0.238,0.9966,0.0642,0.9069,0.1353,0.2849,0.1222,0.0008,0.2503,0.9482,0.318,0.0538,0.3108,0.3999,0.7002,0.9774,0.0678,0.4583,0.3186,0.2344,0.389,0.6716,0.7819,0.5389,0.3395,0.8144,0.797,0.1999,0.0265,0.1964,0.4604,0.5682,0.3942,0.2709,0.797,0.4644,0.6479,0.6625,0.7286,0.9144,0.4191,0.8966,0.4233,0.0498,0.5704,0.5195,0.6097,0.009,0.4242,0.3584,0.3205,0.4014,0.7459,0.6497,0.4653,0.7789,0.1394,0.8104,0.7264,0.4352,0.8735,0.1912,0.2199,0.3891,0.3999,0.2266,0.8776,0.419,0.5666,0.2372,0.3239,0.1646,0.4925,0.7796,0.5483,0.0614,0.2885,0.7201,0.8708
600641.SH,万业企业,,11.4836,,8.7588,,0.1134,,0.2793,,0.2648,,26.9869,,14.2121,,27.5137,,8.2621,,31.9998,,10.1369,,31.1182,,6.3738,,20.8523,0.3464,3.5871,4.3877,11.6785,0.0183,1.6587,1.9549,1.6864,0.0684,0.9356,1.1151,2.033,0.1983,-1.1541,0.8824,1.3703,3.2947,6.5538,6.7714,6.8778,1.1492,12.4106,16.4003,18.0892,0.8361,7.4951,10.3267,13.207,2.3714,5.9122,10.514,11.3541,2.8689,5.0642,7.4083,8.8958,1.9009,2.8869,4.2152,5.7223,0.0604,0.2865,0.3957,4.5014,0.4982,2.133,5.5357,8.7893,3.7473,7.9372,8.571,12.7682,2.0314,4.1336,5.1586,5.774,1.8223,1.6844,5.7364,17.7995,2.6531,31.2342,31.5313,33.1987,0.2792,0.1745,0.0328,0.5376,0.2869,0.2501,0.3521,0.4812,0.7631,0.8918,0.7975,0.1518,0.9054,0.5762,0.3151,1,0.5177,0.8324,0.3268,0.109,0.2302,0.3009,0.882,0.8798,0.5959,0.6745,0.7732,0.3211,0.507,0.2091,0.7533,0.8489,0.6653,0.5052,0.5611,0.8798,0.3855,0.4573,0.5404,0.2656,0.3864,0.7059,0.2544,0.2313,0.9782,0.8863,0.4895,0.0922,0.8057,0.4381,0.21,0.1929,0.599,0.1818,0.2319,0.2242,0.1016,0.7242,0.9244,0.5135,0.3927,0.2285,0.1346,0.0941,0.1947,0.1682,0.9468,0.8605,0.0233,0.2968,0.9601,0.5093,0.4165,0.3528,0.7856,0.3926,0.7645,0.8614,0.5935,0.7871,0.2355,0.1308,0.7473,0.7513,0.9427,0.1831,0.7061,0.1844,0.8779,0.1922,0.9784,0.6685
600642.SH,申能股份,,6.9074,,13.7413,,7.6724,,13.6799,,6.7572,,19.1618,,10.3532,,27.2404,,6.6069,,15.6095,,22.9489,,33.7297,,11.5218,17.3715,23.5133,3.9431,7.7601,11.6679,16.89,3.8371,7.5953,11.5389,14.576,3.634,6.8812,9.8475,13.38,3.9669,7.6977,11.7609,14.3256,3.7124,9.1946,12.8872,15.5627,4.1852,8.6869,11.2756,14.088,3.3423,4.1436,3.6636,4.3538,4.1049,7.7194,10.0559,11.2566,4.0493,5.9122,7.5478,8.3131,2.6685,4.2136,5.9043,7.8217,2.2243,3.6762,5.7524,8.179,2.4688,6.3037,9.5205,12.0781,2.5071,5.31,6.6531,9.2939,2.9364,6.6129,8.5013,9.0523,2.4204,4.8406,7.4932,10.0051,1.9837,3.8341,5.7879,6.8442,0.0555,0.5202,0.8602,0.9266,0.7666,0.6495,0.4984,0.7265,0.8724,0.4333,0.8725,0.3219,0.5029,0.6023,0.4563,0.1166,0.4634,0.8379,0.7016,0.7846,0.0022,0.4487,0.1371,0.1211,0.7824,0.5323,0.8964,0.725,0.554,0.4832,0.8913,0.9332,0.1075,0.3789,0.5116,0.6429,0.8798,0.9021,0.6623,0.3199,0.6891,0.8085,0.8348,0.2328,0.2421,0.4787,0.8543,0.7559,0.5431,0.4972,0.926,0.2661,0.5705,0.9963,0.3765,0.9734,0.0774,0.9224,0.391,0.1268,0.2197,0.8675,0.7549,0.674,0.5338,0.0199,0.3148,0.3873,0.2981,0.8251,0.9808,0.7676,0.4281,0.958,0.7537,0.0789,0.146,0.2654,0.0219,0.3209,0.4249,0.2623,0.5191,0.4148,0.9916,0.713,0.1619,0.5861,0.8883,0.9236,0.9722,0.0537
600643.SH,爱建集团,,12.6453,,23.9022,,13.62,,21.7832,,8.286,,17.2348,,6.9677,,12.586,,2.3713,,7.275,,3.0614,,6.73,,3.4003,,6.4453,-4.0233,-3.9367,-4.6438,0.5875,-0.6473,-0.4074,-1.4023,-16.9432,1.6075,1.6279,2.6342,0.6667,0.9766,1.3003,-50.8526,-99.6117,0.6016,10.2924,15.9001,4.1125,4.5854,24.625,34.9119,36.6122,0.6545,4.7031,2.9934,1.4712,0.4352,3.6429,5.0957,5.6937,0.7671,2.881,3.1125,8.7533,2.2233,5.3606,7.4972,9.1898,2.7183,4.0629,6.5072,11.4839,1.875,4.5788,8.1582,10.6207,2.1332,4.8394,7.5321,10.3869,2.4589,5.6443,7.9776,10.1787,1.9876,5.2954,7.7399,10.2318,1.9923,5.476,8.8219,12.3404,0.5664,0.3456,0.818,0.246,0.0647,0.1008,0.7745,0.7532,0.9228,0.1174,0.5947,0.9241,0.0859,0.5878,0.85,0.7857,0.0347,0.0099,0.169,0.1639,0.2613,0.094,0.8599,0.2635,0.3629,0.1385,0.9498,0.5589,0.676,0.3247,0.173,0.2421,0.2449,0.9246,0.3253,0.4307,0.9146,0.1482,0.9303,0.6633,0.6917,0.6842,0.8573,0.5964,0.1162,0.7562,0.4645,0.6528,0.7298,0.7231,0.671,0.204,0.795,0.4601,0.9517,0.7039,0.5775,0.2661,0.4057,0.438,0.7952,0.1562,0.7752,0.9045,0.0794,0.6706,0.7494,0.2897,0.175,0.9282,0.087,0.7916,0.0307,0.1075,0.0194,0.3986,0.7687,0.9364,0.7094,0.8772,0.8589,0.3221,0.1572,0.3161,0.6027,0.4478,0.2347,0.7917,0.0627,0.9168,0.241,0.0942
600644.SH,乐山电力,,4.381,,11.4557,,6.1934,,12.1819,,6.7839,,12.0891,,5.4907,,10.6754,,2.34,,7.7732,,1.9464,,8.029,,2.2239,,5.9512,-3.446,-4.1763,-4.029,0.1199,-2.804,-1.539,2.3807,1.6431,-0.5192,2.9075,6.3572,6.7405,0.6244,5.4591,7.9281,8.1131,1.2072,6.1649,8.8927,10.2066,3.3236,5.8425,9.7107,11.2213,3.3801,7.4121,11.7509,13.9957,1.6756,5.8019,8.3398,8.6177,1.6867,5.9335,8.5418,8.9773,3.6699,8.0796,10.4163,10.583,-3.8723,1.1927,3.2675,5.9115,-2.8063,0.7262,2.0698,-48.726,2.2985,6.0827,3.6911,-168.7932,1.3854,4.0613,6.1524,12.1288,3.121,15.1186,21.7362,18.9525,2.3886,4.8444,8.0797,3.4338,0.8833,0.4686,0.4523,0.5049,0.6914,0.1346,0.1081,0.2517,0.7546,0.3957,0.2587,0.2499,0.5992,0.3467,0.0847,0.0516,0.1177,0.7242,0.8284,0.4709,0.8089,0.5908,0.2417,0.6747,0.5254,0.7598,0.1429,0.2493,0.7439,0.2954,0.6111,0.6026,0.9449,0.0702,0.4182,0.6409,0.4554,0.9824,0.713,0.5042,0.3568,0.2622,0.8809,0.3172,0.2228,0.3255,0.6221,0.6064,0.9047,0.4781,0.957,0.6226,0.8088,0.7538,0.9522,0.1511,0.6175,0.4955,0.3951,0.7306,0.7664,0.936,0.7882,0.1115,0.8966,0.3602,0.0788,0.6753,0.0202,0.8827,0.8521,0.1299,0.6466,0.5448,0.9984,0.0399,0.6758,0.621,0.5986,0.5163,0.3227,0.8705,0.0026,0.1272,0.1975,0.229,0.8601,0.4179,0.7266,0.3705,0.9226,0.313
